Word;POS;Tag
Winter;NNP;time
Olympics;NNPS;time
Team;NNP;org
Tusk;NNP;per
Polska;NNP;geo
Junoon;NNP;org
Urdu;NNP;geo
Falu;NNP;per
Ravi;NNP;per
Khanna;NNP;per
Ethnomusicologist;NNP;org
Brian;NNP;per
Q.;NNP;per
Silver;NNP;per
Nabarro;NNP;per
Astana;NNP;geo
A.U.;NNP;geo
Al-Fasher;NNP;geo
Negroponte;NNP;org
Senegalese;JJ;gpe
Mirwaiz;NNP;org
Umar;NNP;org
Farooq;NNP;org
Musharraf;NNP;org
Kashmiris;NNP;geo
Crimean;JJ;gpe
Dodd;NNP;per
Edwards;NNP;per
Tom;NNP;org
Vilsack;NNP;org
Dennis;NNP;org
Kucinich;NNP;org
Ohio;NNP;org
Hillary;NNP;geo
Rodham;NNP;geo
Clinton;NNP;geo
Barack;NNP;geo
Putin;NNP;org
Mail;NNP;time
Patricia;NNP;per
Poleo;NNP;per
Nelson;NNP;per
Mezerhane;NNP;per
Danilo;NNP;geo
Anderson;NNP;geo
Eugenio;NNP;org
Anez;NNP;org
Nunez;NNP;org
Romani;NNP;per
Sindh;NNP;geo
ANP;NNP;org
Interior;NNP;geo
Rehman;NNP;per
Shanksville;NNP;geo
Pennsylvania;NNP;geo
M.;NNP;per
Morshed;NNP;per
LDP;NNP;org
Yomiuri;NNP;org
Ecuador;NNP;gpe
Argentina;NNP;gpe
Brazil;NNP;gpe
Paraguay;NNP;gpe
Uruguay;NNP;gpe
Chile;NNP;gpe
Jawed;NNP;per
Ludin;NNP;per
Dostum;NNP;per
Channel;NNP;geo
Guernsey;NNP;geo
Jamaican;JJ;gpe
Jamaica;NNP;geo
Jamaica;NNP;org
Debt;NNP;org
JDX;NNP;org
Standby;NNP;org
Agreement;NN;org
GOLDING;NNP;org
Pul-e-Charkhi;NNP;obj
Al-Shabab;NNP;org
Islamists;NNS;per
Trent;NNP;per
Lott;NNP;per
FEMA;NNP;org
Homeland;NNP;org
Witt;NNP;per
Bengal;NNP;geo
Bulgaria;NNP;org
Suleyman;NNP;per
Demirel;NNP;per
Yahya;NNP;per
Aysegul;NNP;per
Esenler;NNP;per
Bourgas;NNP;geo
Nour;NNP;per
Ghad;NNP;geo
Lt.;NNP;per
Col.;NNP;per
O'Hara;NNP;per
Asadabad;NNP;per
Haridy;NNP;per
Pakistani;NNS;gpe
Bedouin;NNP;org
Participation;NNP;geo
Front;NNP;geo
Mohsen;NNP;per
Mirdamadi;NNP;per
Khyber;NNP;org
Pakhtoonkhaw;NNP;org
Mathew;NNP;per
Iteere;NNP;per
Democratic;NNP;per
Party;NNP;per
Almazbek;NNP;per
Atambayev;NNP;per
Bakiyev;NNP;geo
Shaul;NNP;per
Mofaz;NNP;per
Edward;NNP;org
Kennedy;NNP;org
Massachusetts;NNP;geo
Associates;NNP;org
Bahrain;NNP;geo
Absalon;NNP;per
Moussa;NNP;per
Manie;NNP;per
Clerq;NNP;per
Italians;NNS;gpe
Yakov;NNP;per
Chernikhov;NNP;per
Petersburg;NNP;geo
Jerusalem;NNP;org
Hadassah;NNP;org
Hospital;NNP;org
Brigadier;NNP;org
Abid;NNP;org
Aalam;NNP;per
Hayat;NNP;per
Saloumi;NNP;per
DRC;NNP;org
Laurent;NNP;org
Nkunda;NNP;org
Rutshuru;NNP;geo
Fiat;NNP;org
Opel;NNP;org
Luca;NNP;per
Cordero;NNP;per
Montezemolo;NNP;per
Corriere;NNP;org
Sera;NNP;org
Kamin;NNP;per
Cuba;NNP;org
NSA;NNP;org
Minority;NNP;org
Hayden;NNP;per
Kotkai;NNP;geo
Hakimullah;NNP;org
Mehsud;NNP;org
Bajur;NNP;geo
El~Arish;NNP;geo
Zahar;NNP;per
Traian;NNP;org
Basescu;NNP;org
Adrian;NNP;per
Nastase;NNP;per
Pro;NNP;per
Democratia;NNP;per
Hungarian;NN;gpe
Slovakia;NNP;geo
Katowice;NNP;geo
Nancy;NNP;org
Pelosi;NNP;org
Year;NNP;time
Eve;NNP;time
Election;NNP;org
Yushchenko;NNP;org
Eduard;NNP;per
Shevardnadze;NNP;per
Jannati;NNP;per
Students;NNP;org
Winter;NNP;event
Olympia;NNP;geo
Turin;NNP;org
Piazza;NNP;geo
Massaua;NNP;geo
Livio;NNP;per
Berruti;NNP;per
Palazzo;NNP;geo
Citta;NNP;geo
Togo;NNP;geo
Faure;NNP;per
Gnassingbe;NNP;per
Kissem;NNP;org
Tchangai-Walla;NNP;org
Eyadema;NNP;per
Lome;NNP;per
Emmanual;NNP;per
Akitani-Bob;NNP;per
Olympio;NNP;per
Townsend;NNP;per
Typhoon;NN;event
Hoping;NNP;geo
Karel;NNP;per
Schwarzenburg;NNP;per
Schwarzenburg;NNP;org
Choi;NNP;per
Youn-jin;NNP;per
Environmental;NNP;org
Protection;NNP;org
Earth;NNP;event
Zulima;NNP;per
Palacio;NNP;per
WikiLeaks;NNS;org
Beirut;NNP;org
Satterfield;NNP;per
Beruit;NNP;geo
Mars;NNP;geo
Phoenix;NNP;event
Mars;NNP;event
Odyssey;NNP;event
Baqubah;NNP;geo
Arctic;NNP;geo
Snow;NNP;org
Ice;NNP;org
Data;NNP;org
Boulder;NNP;geo
Jay;NNP;per
Zwally;NNP;per
Palace;NNP;geo
Kim;NNP;geo
Kompas;NNP;per
Iwan;NNP;per
Darmawan;NNP;per
Rois;NNP;per
Darmawan;NNP;org
Bali;NNP;time
Rehabilitation;NNP;org
Batticaloa;NNP;geo
Donetsk;NNP;geo
Vadym;NNP;org
Chuprun;NNP;org
Yanukovych;NNP;org
Turkey;NNP;gpe
Namik;NNP;per
Tan;NNP;per
Armenians;NNS;gpe
Ottoman;NNP;org
Empire;NNP;org
Turks;NNS;gpe
Francisco;NNP;geo
Franco;NNP;geo
Nargis;NNP;per
Chittagong;NNP;geo
Abdulla;NNP;per
Al-Shahin;NNP;per
Sidr;NNP;org
Wen;NNP;per
Jiabao;NNP;per
Pagonis;NNP;per
Habila;NNP;geo
Andres;NNP;geo
Bluefields;NNP;geo
Caribbean;JJ;geo
Beta;NNP;event
Pittsburgh;NNP;org
Steelers;NNPS;org
Jets;NNPS;org
Atlanta;NNP;org
Saint;NNP;org
Louis;NNP;org
San;NNP;org
Diego;NNP;org
Chargers;NNPS;org
Falcons;NNPS;org
Rams;NNP;org
Seattle;NNP;org
Seahawks;NNP;org
Rams;NNPS;org
Georgia;NNP;obj
Dome;NNP;obj
Super;NNP;org
Bowl;NNP;org
Patriots;NNPS;org
Indianapolis;NNP;org
Colts;NNP;org
Philadelphia;NNP;org
Eagles;NNPS;org
Minnesota;NNP;org
Kubis;NNP;per
OSCE;NNP;org
Lithuanian;JJ;gpe
Valdas;NNP;per
Adamkus;NNP;per
Tarija;NNP;geo
Hugo;NNP;geo
Chavez;NNP;geo
Evo;NNP;geo
Morales;NNPS;geo
Nestor;NNP;geo
Kirchner;NNP;geo
Alaska;NNP;geo
Kojo;NNP;org
Afari;NNP;org
Djan;NNP;org
Tain;NNP;geo
Brong;NNP;geo
Ahafo;NNP;geo
Patriotic;NNP;org
NPP;NNP;org
NDC;NNP;org
Marinellis;NNP;per
Wales;NNP;org
District;NNP;org
Scam;NNP;event
ConocoPhillips;NNS;org
Conoco;NNP;org
ExxonMobil;NNP;org
Chevron;NNP;per
Gela;NNP;per
Bezhuashvili;NNP;per
Massoud;NNP;per
Barzani;NNP;per
Study;NNP;org
Northern;NNP;geo
Provisional;NNP;org
CPA;NNP;org
Luxembourg-based;JJ;org
Court;NN;org
Instance;NNP;org
Brazilians;NNS;gpe
Guatemalan;JJ;gpe
Panabaj;NNP;geo
Stan;NNP;per
Christian;NNP;per
Democrats;NNPS;per
Schroeder;NNP;geo
Gere;NNP;per
Shilpa;NNP;per
Shetty;NNP;per
Dale;NNP;per
Bhagwagar;NNP;per
Kiev;NNP;org
Initiatives;NNP;org
Yucatan;NNP;geo
Wilma;NNP;event
Hurricane;NNP;org
Cozumel;NNP;geo
Civic;NNP;org
Anatol;NNP;per
Liabedzka;NNP;per
Anatoly;NNP;per
Krasovsky;NNP;per
Eight;NNP;org
Colin;NNP;per
Depression;NNP;org
Cold;NNP;org
Beerenberg;NNP;per
Bermuda;NNP;gpe
Hindu;NNP;org
Bengalis;NNS;gpe
HASINA;NNP;org
Wajed;NNP;org
Diyala;NNP;org
Nineva;NNP;org
Pushpa;NNP;per
Kamal;NNP;per
Dahal;NNP;per
Prachanda;NNP;geo
Dasain;NNP;geo
Najib;NNP;per
Mikati;NNP;per
Karami;NNP;per
Prabtibha;NNP;per
Patil;NNP;per
Fallujans;NNPS;org
Britons;NNS;gpe
Taji;NNP;geo
Adhamiya;NNP;geo
Najaf;NNP;geo
Hakim;NNP;per
Marines;NNS;per
Marines;NNPS;per
Kai;NNP;per
Eide;NNP;per
Lashkar;NNP;geo
Gah;NNP;geo
Gebran;NNP;per
Tueni;NNP;per
Martyrs;NNP;geo
Square;NNP;geo
Lebanon;NNP;org
Mattel;NNP;per
Consumer;NNP;org
Product;NNP;org
Safety;NNP;org
Fisher-Price;NNP;org
Cesme;NNP;geo
Izmir;NNP;geo
Ksusadasi;NNP;per
Arabian;NNP;geo
Abqaiq;NNP;org
Bassel;NNP;per
Fleihan;NNP;per
Leavitt;NNP;per
Chertoff;NNP;per
Labor;NNP;time
Party;NNP;time
Adolfo;NNP;per
Aguilar;NNP;per
Zinser;NNP;per
Morelos;NNP;geo
Vanuatu;NNP;geo
Tsunami;NNP;org
Warning;NNP;org
Hawaii;NNP;geo
Lugansville;NNP;geo
Espiritu;NNP;geo
Santo;NNP;geo
Downing;NNP;per
Street;NNP;per
Scottish;NNP;org
Lords;NNPS;org
Chandpur;NNP;geo
Myung-bak;NNP;per
Rome;NNP;per
Youth;NNP;time
Giorgio;NNP;per
Napolitano;NNP;per
Christ;NNP;geo
Darwin;NNP;geo
Uzbekistan;NNP;org
Beck;NNP;per
Tashkent;NNP;geo
Karimov;NNP;per
Andijan;NNP;geo
Jakarta;NNP;org
Plains;NNPS;geo
Orleans;NNP;gpe
Nagin;NNP;per
Anatolia;NNP;geo
Adana;NNP;geo
Jong-il;NNP;per
Konstantin;NNP;per
Pulikovsky;NNP;per
Pulikovsky;NNP;org
South;NNP;gpe
Africa;NNP;gpe
Michigan;NNP;time
Illinois;NNP;org
Qubad;NNP;per
Talabani;NNP;org
Amman;NNP;org
Sonata;NNP;per
Noordin;NNP;per
Top;NNP;per
Journalists;NNS;org
Joel;NNP;org
Simon;NNP;org
Whaling;NNP;org
Iceland;NNP;geo
IWC;NNP;org
Puteh;NNP;per
Nahrawan;NNP;geo
Taha;NNP;per
Yasin;NNP;per
Becher;NNP;per
Sa'eed;NNP;per
Ismael;NNP;per
Leumi;NNP;org
Shula;NNP;per
Zaken;NNP;per
Salvadoran;JJ;gpe
Flores;NNP;geo
Insulza;NNP;per
Ernesto;NNP;per
Derbez;NNP;per
Rican;JJ;gpe
Detlev;NNP;geo
Mehlis;NNP;geo
Mehlis;NNP;org
Hariri;NNP;geo
Syrians;NNS;gpe
Reyes;NNP;per
Wall;NNP;obj
Journal;NNP;obj
Abayi;NNP;org
Abia;NNP;geo
Nigerians;NNS;gpe
Ariane;NNP;obj
Kourou;NNP;geo
French;NNP;geo
Guiana;NNP;geo
Helios;NNP;obj
Parasol;NNP;org
Batumi;NNP;geo
Black;NNP;geo
Electric;NNP;org
GE;NNP;org
Michigan;NNP;org
Vatican;NNP;geo
Holy;NNP;org
See;NNP;org
Hiroshima;NNP;geo
Nagasaki;NNP;geo
Hedi;NNP;per
Yousseff;NNP;per
Boudhiba;NNP;per
Liverpool;NNP;time
Janet;NNP;per
Maariv;NNP;geo
Kano;NNP;org
Coretta;NNP;org
Scott;NNP;org
Jr.;NNP;per
Volodymyr;NNP;per
Lytvyn;NNP;per
Benazir;NNP;per
Bhutto;NNP;per
People;NNP;org
Nawaz;NNP;per
Sharif;NNP;per
Party;NNP;geo
Ulrich;NNP;per
Wilhelm;NNP;per
Granma;NNP;geo
Juventud;NNP;per
Rebelde;NNP;per
Woods;NNP;per
Phillip;NNP;per
Conjwayo;NNP;per
El~Tiempo;NNP;org
Mauricio;NNP;per
Zapata;NNP;per
Ireland;NNP;geo
Treasury;NNP;geo
Snow;NNP;per
Ashura;NNP;geo
Imam;NNP;time
Hussein;NNP;time
Kadhimiya;NNP;geo
Songhua;NNP;geo
Jilin;NNP;geo
Chinese;NNS;gpe
Arauca;NNP;geo
Julio;NNP;per
Enrique;NNP;per
Acosta;NNP;per
Bernal;NNP;per
Senators;NNP;org
Sununu;NNP;org
Biden;NNP;org
Tripura;NNP;geo
Dangabari;NNP;geo
Tripura;NNP;org
Maharashtra;NNP;geo
Wainganga;NNP;geo
Bhandara;NNP;geo
Tirin;NNP;geo
Kot;NNP;geo
Janan;NNP;per
Souray;NNP;geo
Mullah;NNP;org
Gul;NNP;org
Lashkargah;NNP;geo
Noor;NNP;per
Pham;NNP;per
Tai;NNP;per
Thu;NNP;per
Botanical;NNP;org
Garden;NNP;org
Ulsan;NNP;geo
Koreas;NNS;time
Sopranos;NNS;obj
Soprano;NNP;per
Satriale;NNP;per
Pork;NNP;obj
Store;NNP;obj
Manny;NNP;per
Costeira;NNP;per
Kearny;NNP;geo
Soprano;NNP;obj
Tony;NNP;org
Sopranos;NNP;obj
Tehran;NNP;time
Bushehr;NNP;geo
Mall;NNP;org
Economic;NNP;geo
Development;NNP;geo
Kommersant;NNP;obj
German;NNP;per
Gref;NNP;per
Rosneft;NNP;org
Yuganskneftegas;NNP;org
Judge;NNP;org
Pulwama;NNP;geo
French;NNP;org
Wazirstan;NNP;geo
Miran;NNP;geo
Shah;NNP;geo
Pai;NNP;geo
Khel;NNP;geo
Spin;NNP;org
Boldak;NNP;org
Kenya;NNP;per
Mwai;NNP;per
Kibaki;NNP;per
Rafah;NNP;geo
Okay;NNP;time
Airways;NNP;time
Nov.;NNP;time
Eagle;NNP;org
Spring;NNP;org
Aviation;NNP;org
Cayman;NNP;geo
Czechs;NNS;gpe
Slovaks;NNS;gpe
Czechoslovakia;NNP;geo
Sudeten;NNPS;org
Ruthenians;NNPS;org
Ukrainians;NNS;org
Third;NNP;org
Reich;NNP;org
Nazi;NNP;geo
Ruthenia;NNP;geo
Slovakia;NNP;gpe
NATO;NNP;geo
Thai;JJ;org
Siam;NNP;org
Power;NNP;org
PPP;NNP;org
ABHISIT;NNP;per
Wetchachiwa;NNP;per
THAKSIN;NNP;per
Against;NNP;org
Dictatorship;NNP;org
ASEAN;NNP;org
Pattaya;NNP;geo
UDD;NNP;org
Togo;NNP;org
Extended;NNP;org
Credit;NNP;org
Facility;NNP;org
HIPC;NNP;org
FDI;NNP;org
Baltic;JJ;time
Maastricht;NNP;org
DOMBROVSKIS;NNP;per
Igor;NNP;per
Valynkin;NNP;per
Mainichi;NNP;geo
Transparency;NNP;org
Hamilton;NNP;per
Carl;NNP;per
Levin;NNP;per
Dean;NNP;per
Organizing;NNP;org
Ethiopians;NNS;gpe
Falash;NNP;org
Mura;NNP;org
Christianity;NNP;geo
Law;NN;org
Return;NNP;org
Lehava;NNP;org
Katrina;NNP;event
Minerals;NNP;org
Tamil;NNP;per
Tiger;NNP;per
Muttur;NNP;org
Jon;NNP;per
Hanssen-Bauer;NNP;per
Hitler;NNP;geo
Abdel-Al;NNP;geo
Orthodox;NNP;per
Peshawar;NNP;time
Taiwanese;JJ;gpe
Pingtung;NNP;geo
Tariq;NNP;org
Azizuddin;NNP;org
Radio;NN;org
Ian;NNP;org
Blair;NNP;org
Menezes;NNP;per
Browne;NNP;per
Don;NNP;org
Masser;NNP;per
Irving;NNP;per
Burgie;NNP;per
Bobby;NNP;per
Weinstein;NNP;per
Teddy;NNP;per
Randazzo;NNP;per
Dylan;NNP;per
Elton;NNP;per
Uzbeks;NNS;gpe
Wana;NNP;geo
Congressman;NN;org
Lincoln;NNP;per
Diaz-Balart;NNP;per
Republican;NNP;org
Miami;NNP;obj
Herald;NNP;obj
Panjwayi;NNP;geo
Orenburg;NNP;geo
Captain;NNP;org
Beiring;NNP;org
Summer;NNPS;event
IOC;NNP;org
Olympics;NNP;geo
Roy;NNP;per
Hallams;NNP;per
Muammar;NNP;per
Gadhafi;NNP;per
Diamond;NNP;org
Divas;NNP;org
Antwerp;NNP;org
Hollywood;NNP;per
Nina-Maria;NNP;per
Potts;NNP;per
Susy;NNP;per
Tekunan;NNP;per
Bertel;NNP;per
Beckett;NNP;per
Civil;JJ;org
Angelina;NNP;per
Jolie;NNP;per
Pitt;NNP;per
Namibia;NNP;geo
Naankuse;NNP;org
Lodge;NNP;org
Sanctuary;NNP;org
Shiloh;NNP;per
Dalia;NNP;geo
Itzik;NNP;geo
Likud;NNP;org
Director-General;NNP;org
Jacques;NNP;org
Diouf;NNP;org
Kooyong;NNP;org
Classic;NNP;org
Henman;NNP;per
Idaho;NNP;geo
Vice;JJ;per
Taepodong-2;NNP;obj
Antarctica;NNP;geo
Nature;NNP;obj
Geoscience;NNP;obj
Antarctic;JJ;geo
Hudson;NNP;geo
Mountains;NNPS;geo
Gulfport;NNP;geo
Katrina;NNP;geo
Louisiana;NNP;org
Kathleen;NNP;per
Blanco;NNP;per
Sancha;NNP;geo
Changqi;NNP;geo
Cyprus;NNP;geo
Ankara;NNP;org
Neve;NNP;org
Dekalim;NNP;org
Front;NN;org
Mo;NNP;per
Mowlam;NNP;per
Good;JJ;time
Mowlam;NNP;org
Canterbury;NNP;geo
Northern;JJ;geo
Bertie;NNP;per
Ahern;NNP;per
Marines;NNP;org
Guardsmen;NNP;org
Harithiya;NNP;geo
Mashhad;NNP;geo
Nourollah;NNP;org
Rezai;NNP;org
Niaraki;NNP;org
Television;NN;org
Airtour;NNP;geo
Bandar;NNP;geo
Abbas;NNP;geo
Forces;NNS;org
Ballenas;NNP;geo
Ingrid;NNP;per
Betancourt;NNP;per
Aceh;NNP;time
Chancellor;NNP;org
Gerhard;NNP;org
Schroeder;NNP;org
Airbus;NNP;org
DeLay;NNP;org
Everest;NNP;geo
Kathmandu;NNP;org
Ayham;NNP;per
Mujaheddin;NNP;org
Sadr;NNP;org
Mahdi;NNP;org
Radhika;NNP;per
Coomaraswamy;NNP;per
Westminster;NNP;org
Cathedral;NNP;org
Archbishop;NNP;per
Cardinal;NNP;per
Cormac;NNP;per
Murphy-O'Connor;NNP;per
Care;NNP;org
Iraqi;NN;gpe
Delmas;NNP;geo
Challengerspace;NNP;time
Canaveral;NNP;geo
Challenger;NNP;org
Christa;NNP;per
McAuliffe;NNP;per
Byrd;NNP;org
Amendment;NNP;org
Administration;NN;org
WTO;JJ;org
Bild;NNP;org
Sonntag;NNP;org
Susanne;NNP;per
Osthoff;NNP;per
Der;NNP;org
Focus;NNP;org
Frank-Walter;NNP;per
Steinmeier;NNP;per
Secret;NNP;org
Ed;NNP;per
Donovan;NNP;per
Company;NN;org
Straw;NNP;geo
Blackburn;NNP;geo
Liverpool;NNP;geo
Siraj;NNP;per
Haqqani;NNP;per
Torkham;NNP;geo
Yoshinori;NNP;per
Ono;NNP;per
Archbishop;NN;org
Canterbury;NNP;org
Rowan;NNP;org
Williams;NNP;org
Yvelines;NNP;geo
Hauts-de-Seine;NNP;geo
Seine-Saint-Denis;NNP;geo
Val;NNP;geo
Oise;NNP;geo
Zheijiang;NNP;geo
Ningbo;NNP;geo
Avril;NNP;per
Lavigne;NNP;per
Los;NNP;obj
Angeles;NNP;obj
Times;NNP;obj
Derek;NNP;per
Whibley;NNP;per
Canadian;NN;gpe
Magazine;NNP;org
Best;NNP;obj
Damn;NNP;obj
Thing;NNP;obj
Militant;NNP;org
Haniyeh;NNP;geo
Haniyeh;NNP;org
Drafting;NNP;org
Noranit;NNP;org
Setabutr;NNP;org
Sigou;NNP;org
Coal;NNP;org
Mine;NNP;org
Gniljane;NNP;geo
Kosovo;NNP;org
Selim;NNP;per
Krasniqi;NNP;per
Prizren;NNP;geo
Transocean;NNP;org
Trident;NNP;org
Dallas;NNP;geo
Land;NNP;org
Indus;NNP;geo
Persians;NNS;gpe
Greeks;NNS;gpe
Scythians;NNS;gpe
Mughal;NNP;org
Bengalis;NNP;geo
Mumbai;NNP;time
MUSHARRAF;NNP;per
Asif;NNP;per
ZARDARI;NNP;per
Rica;NNP;org
Nicaraguans;NNS;gpe
CAFTA-DR;NNP;obj
Costa;JJ;org
Rican;JJ;org
CHINCHILLA;NNP;per
Mongols;NNS;gpe
Chinggis;NNP;per
KHAAN;NNP;per
Eurasian;JJ;gpe
Mongol;JJ;gpe
Mongolia;NNP;gpe
Mongolians;NNS;gpe
Inner;NNP;gpe
Autonomous;NNP;gpe
Region;NNP;gpe
People;NNP;gpe
Mongolian;JJ;gpe
MPRP;NNP;org
DUC;NNP;org
MPP;NNP;org
WAEMU;NNP;org
Highly;NNP;org
Indebted;NNP;org
Poor;NNP;org
Support;NNP;org
Initiative;NNP;org
Millennium;NNP;org
Challenge;NNP;org
Account;NNP;org
During;IN;time
From;IN;time
Ford;NN;geo
Islamists;NNPS;org
Islamists;NNS;org
Kutesa;NNP;per
Abizaid;NNP;org
NATO-Russia;NNP;org
Rood;NNP;per
Mohaqiq;NNP;per
Nasab;NNP;per
Haqooq-i-Zan;NNP;obj
Women;NNP;obj
Rights;NNP;obj
Sharia;NNP;geo
Societies;NNPS;org
Vujadin;NNP;per
Popovic;NNP;per
Srebrenica;NNP;org
Milan;NNP;per
Milutinovic;NNP;per
Sainovic;NNP;per
Dragoljub;NNP;org
Ojdanic;NNP;org
Lazarevic;NNP;org
A;DT;org
Daniele;NNP;per
Mastrogiacomo;NNP;per
La;NNP;per
Repubblica;NNP;per
Sultan;NNP;per
Caucasus;NNP;geo
Akhmad;NNP;per
Echeverria;NNP;per
Echeverria;NNP;geo
PBS;NNP;org
Tavis;NNP;per
Smiley;NNP;per
Adi;NNP;geo
Abeto;NNP;geo
Asmara;NNP;geo
Abdel;NNP;org
Qadir;NNP;org
Gilani;NNP;org
Sinak;NNP;geo
Filipinos;NNS;gpe
Undersecretary;NNP;org
Jose;NNP;org
Brillantes;NNP;org
Jean-Cyril;NNP;per
Spinetta;NNP;per
Karachi;NNP;per
Qazi;NNP;per
Imran;NNP;per
Del;NNP;per
Vechchio;NNP;per
Ethem;NNP;per
Erdagi;NNP;per
Back;NNP;org
Geographic;NNP;org
Crittercam;NNP;obj
Typhoon;NNP;org
Saola;NNP;org
Hachijo;NNP;geo
Meteorological;NNP;org
Nabi;NNP;org
Lahore;NNP;org
Habibur;NNP;per
Gaddafi;NNP;org
Kumar;NNP;org
Sangakkara;NNP;org
Thilan;NNP;org
Samaraweera;NNP;org
Tharanga;NNP;org
Paranavithana;NNP;org
Nevada;NNP;geo
Surayud;NNP;per
Chulanont;NNP;per
Eve;NNP;org
Sisli;NNP;geo
Coordination;NN;org
Humanitarian;NNP;org
Oxfam;NNP;org
Citgo;NNP;org
Agence;NNP;org
Presse;NNP;org
Jaime;NNP;per
Razuri;NNP;per
Zoo;NNP;geo
John;NNP;org
McCain;NNP;org
Senators;NNS;org
Swat;NNP;geo
Gordon;NNP;per
Farhatullah;NNP;per
Babar;NNP;per
Dongfeng;NNP;org
Motor;NNP;org
Minster;NNP;per
Kristin;NNP;per
Halvorsen;NNP;per
Norway;NNP;time
Pension;NNP;org
Fund-Global;NNP;org
Ernest;NNP;per
Leong;NNP;per
Kuala;NNP;geo
Lumpur;NNP;geo
Bangkok;NNP;per
Nangarhar;NNP;org
Kunar;NNP;org
Mandera;NNP;geo
Sweden;NNP;geo
Skelleftea;NNP;geo
Carli;NNP;per
Lloyd;NNP;per
Pia;NNP;geo
Sundhage;NNP;geo
Cups;NNP;time
Madrid;NNP;time
Olmo;NNP;per
Moroccans;NNS;gpe
American;NN;gpe
Canadians;NNS;gpe
Afghan;NN;gpe
Dayton;NNP;time
Peace;NNP;time
Accords;NNP;time
Yugoslavia;NNP;geo
Kazemeini;NNP;per
Boroujerdi;NNP;per
Falun;NNP;org
Gong;NNP;org
Acapulco;NNP;geo
Lagunas;NNP;geo
Chacahua;NNP;geo
Lazaro;NNP;geo
Cardenas;NNP;geo
Cabo;NNP;geo
Corrientes;NNP;geo
Guatemalans;NNS;gpe
Colom;NNP;per
Tabasco;NNP;geo
Chiapas;NNP;geo
Veracruz;NNP;geo
Catherine;NNP;per
Chanet;NNP;per
Ramzan;NNP;org
Mengal;NNP;org
Fahd;NNP;org
Salem;NNP;org
Liaoning;NNP;geo
Geneva;NNP;time
Animal;NNP;org
Ushakov;NNP;per
Ushakov;NNP;org
Shula;NNP;geo
Roh;NNP;per
Moo-hyun;NNP;per
Latvians;NNS;gpe
Switzerland;NNP;per
Group-B;NNP;geo
Hispanic;JJ;org
Steve;NNP;per
Mort;NNP;per
Moshe;NNP;per
Katsav;NNP;per
Labor;NNP;geo
Burundi;NNP;geo
AMISOM;NNP;org
Briton;NN;gpe
Righteousness;NNP;org
Brigade;NNP;org
U.N;NNP;org
Detlev;NNP;time
Mehlis;NNP;time
Forces;NNPS;org
Ahmadi;NNP;per
Khost;NNP;org
Farah;NNP;geo
RONCO;NNP;org
Shan;NNP;org
Royal;NNP;org
Highness;NNP;org
Prince;NNP;org
Surkhanpha;NNP;org
Brussels-based;JJ;org
Euro;NNP;org
Federated;NNP;org
Badakshan;NNP;geo
Kiriyenko;NNP;per
Blues;NNS;org
Royals;NNS;org
Regiment;NN;org
Falklands;NNP;time
Troop;NNP;org
Commander;NNP;org
Scimitar;NNP;org
Sandhurst;NNP;org
Military;NNP;org
Academy;NNP;org
G-20;NNP;org
Abbas;NNP;time
Ashkelon;NNP;geo
ISNA;NNP;geo
Zolfaghari;NNP;per
Warsaw;NNP;geo
Jerzy;NNP;org
Urban;NNP;org
NIE;NNP;org
Murray;NNP;per
Gilbert;NNP;per
Ramon;NNP;per
Delgado;NNP;per
Legg;NNP;event
Mason;NNP;event
Teimuraz;NNP;per
Gabashvili;NNP;per
Tursunov;NNP;per
Edgardo;NNP;per
Massa;NNP;per
Gremelmayr;NNP;per
Bjorn;NNP;per
Phau;NNP;per
Teesta;NNP;geo
Ganges;NNP;geo
Bajaur;NNP;geo
Damadola;NNP;geo
Ayman;NNP;geo
Khursheed;NNP;per
Kasuri;NNP;per
Cuzco;NNP;geo
Andean;NNP;org
Guyana;NNP;geo
Mswati;NNP;org
Swazi;NNP;org
Observer;NNP;org
Nhlanhla;NNP;per
Nhlabatsi;NNP;per
Mbabane;NNP;org
Sunnis;NNP;org
Valenzuela;NNP;per
Bethlehem;NNP;org
Yunus;NNP;per
Qanuni;NNP;per
Karzai;NNP;org
Tadjoura;NNP;geo
Nahr;NNP;geo
Tripoli;NNP;geo
Erez;NNP;org
Silvan;NNP;per
Shalom;NNP;per
Shalom;NNP;org
Rosemond;NNP;per
Pradel;NNP;per
Puerto;NNP;geo
Ordaz;NNP;geo
Director;NNP;org
Porter;NNP;org
Goss;NNP;org
Kostiw;NNP;per
Goss;NNP;geo
Husseindoust;NNP;per
Dabous;NNP;per
Yanbu;NNP;geo
Yanbu;NNP;org
Howlwadaag;NNP;org
Howlwadaag;NNP;geo
Hizbul;NNP;org
Weiner;NNP;per
Saudi;JJ;geo
Arabian;JJ;geo
Riyadh;NNP;geo
Franklin;NNP;per
Dalai;NNP;per
Lama;NNP;per
Tenzin;NNP;per
Taklha;NNP;per
Zurich;NNP;geo
Lausanne;NNP;geo
Martha;NNP;per
Karua;NNP;per
Anglo;NNP;org
Leasing;NNP;org
Goldenberg;NNP;org
Anti-Corruption;NNP;org
Chris;NNP;per
Murungaru;NNP;per
Fatah;NNP;per
Kendrick;NNP;per
Meek;NNP;per
Cong.;NN;org
Superhighway;NNP;org
Raffaele;NNP;per
Revolution;NN;org
