;Sentence #;Word;POS;Tag
171028;;oil;NN;O
171029;;prices;NNS;O
171030;;rose;VBD;O
171031;;Monday;NNP;B-time
171032;;as;IN;O
171033;;investors;NNS;O
171034;;waited;VBD;O
171035;;for;IN;O
171036;;results;NNS;O
171037;;from;IN;O
171038;;a;DT;O
171039;;meeting;NN;O
171040;;between;IN;O
171041;;President;NNP;B-per
171042;;Bush;NNP;I-per
171043;;and;CC;O
171044;;Saudi;NNP;O
171045;;Crown;NNP;B-per
171046;;Prince;NNP;I-per
171047;;Abdullah;NNP;I-per
171048;;in;IN;O
171049;;Texas;NNP;B-geo
171050;;about;IN;O
171051;;oil;NN;O
171052;;supplies;NNS;O
171053;;,;,;O
171054;;prices;NNS;O
171055;;and;CC;O
171056;;other;JJ;O
171057;;issues;NNS;O
171058;;.;.;O
171059;Sentence: 7812;Saudi;NNP;B-per
171060;;Arabia;NNP;I-per
171061;;is;VBZ;O
171062;;the;DT;O
171063;;world;NN;O
171064;;'s;POS;O
171065;;largest;JJS;O
171066;;crude;NN;O
171067;;oil;NN;O
171068;;supplier;NN;O
171069;;and;CC;O
171070;;the;DT;O
171071;;only;JJ;O
171072;;member;NN;O
171073;;of;IN;O
171074;;the;DT;O
171075;;Organization;NNP;B-org
171076;;of;IN;I-org
171077;;Petroleum;NNP;I-org
171078;;Exporting;NNP;I-org
171079;;Countries;NNS;I-org
171080;;that;WDT;O
171081;;could;MD;O
171082;;significantly;RB;O
171083;;increase;VB;O
171084;;oil;NN;O
171085;;output;NN;O
171086;;soon;RB;O
171087;;.;.;O
171088;Sentence: 7813;The;DT;O
171089;;benchmark;JJ;O
171090;;price;NN;O
171091;;of;IN;O
171092;;crude;JJ;O
171093;;oil;NN;O
171094;;rose;VBD;O
171095;;as;RB;O
171096;;high;JJ;O
171097;;as;IN;O
171098;;26;CD;O
171099;;cents;NNS;O
171100;;,;,;O
171101;;to;TO;O
171102;;$;$;O
171103;;55.65;CD;O
171104;;a;DT;O
171105;;barrel;NN;O
171106;;on;IN;O
171107;;the;DT;O
171108;;New;NNP;B-org
171109;;York;NNP;I-org
171110;;Mercantile;NNP;I-org
171111;;Exchange;NNP;I-org
171112;;.;.;O
171113;Sentence: 7814;Analysts;NNS;O
171114;;blame;VBP;O
171115;;recent;JJ;O
171116;;price;NN;O
171117;;hikes;NNS;O
171118;;on;IN;O
171119;;a;DT;O
171120;;series;NN;O
171121;;of;IN;O
171122;;refinery;NN;O
171123;;breakdowns;NNS;O
171124;;that;WDT;O
171125;;make;VBP;O
171126;;it;PRP;O
171127;;more;RBR;O
171128;;difficult;JJ;O
171129;;to;TO;O
171130;;turn;VB;O
171131;;crude;JJ;O
171132;;oil;NN;O
171133;;into;IN;O
171134;;gasoline;NN;O
171135;;to;TO;O
171136;;meet;VB;O
171137;;expected;VBN;O
171138;;demand;NN;O
171139;;.;.;O
171140;Sentence: 7815;Crude;JJ;O
171141;;oil;NN;O
171142;;prices;NNS;O
171143;;hit;VBD;O
171144;;a;DT;O
171145;;record;NN;O
171146;;high;NN;O
171147;;of;IN;O
171148;;$;$;O
171149;;58.28;CD;O
171150;;in;IN;O
171151;;early;JJ;O
171152;;April;NNP;B-time
171153;;,;,;O
171154;;then;RB;O
171155;;declined;VBD;O
171156;;for;IN;O
171157;;a;DT;O
171158;;while;NN;O
171159;;before;IN;O
171160;;the;DT;O
171161;;recent;JJ;O
171162;;rebound;NN;O
171163;;.;.;O
171164;Sentence: 7816;The;DT;O
171165;;U.S.;NNP;B-geo
171166;;military;NN;O
171167;;says;VBZ;O
171168;;a;DT;O
171169;;man;NN;O
171170;;dressed;VBN;O
171171;;in;IN;O
171172;;an;DT;O
171173;;Afghan;JJ;B-gpe
171174;;army;NN;O
171175;;uniform;NN;O
171176;;has;VBZ;O
171177;;shot;VBN;O
171178;;and;CC;O
171179;;killed;VBN;O
171180;;two;CD;O
171181;;U.S.;NNP;B-geo
171182;;soldiers;NNS;O
171183;;outside;IN;O
171184;;a;DT;O
171185;;top;JJ;O
171186;;security;NN;O
171187;;prison;NN;O
171188;;near;IN;O
171189;;Kabul;NNP;B-geo
171190;;.;.;O
171191;Sentence: 7817;Military;NNP;O
171192;;spokesman;NN;O
171193;;,;,;O
171194;;Major;NNP;O
171195;;Sheldon;NNP;B-per
171196;;Smith;NNP;I-per
171197;;says;VBZ;O
171198;;the;DT;O
171199;;gunman;NN;O
171200;;wounded;VBD;O
171201;;two;CD;O
171202;;other;JJ;O
171203;;American;JJ;B-gpe
171204;;soldiers;NNS;O
171205;;in;IN;O
171206;;the;DT;O
171207;;shooting;NN;O
171208;;Sunday;NNP;B-time
171209;;.;.;O
171210;Sentence: 7818;The;DT;O
171211;;spokesman;NN;O
171212;;says;VBZ;O
171213;;the;DT;O
171214;;gunman;NN;O
171215;;was;VBD;O
171216;;shot;VBN;O
171217;;dead;JJ;O
171218;;by;IN;O
171219;;Afghan;JJ;B-gpe
171220;;troops;NNS;O
171221;;at;IN;O
171222;;the;DT;O
171223;;prison;NN;O
171224;;.;.;O
171225;Sentence: 7819;The;DT;O
171226;;motive;NN;O
171227;;for;IN;O
171228;;the;DT;O
171229;;attack;NN;O
171230;;is;VBZ;O
171231;;unclear;JJ;O
171232;;.;.;O
171233;Sentence: 7820;Earlier;RB;O
171234;;,;,;O
171235;;Afghan;JJ;B-gpe
171236;;officials;NNS;O
171237;;said;VBD;O
171238;;a;DT;O
171239;;remote-controlled;JJ;O
171240;;roadside;NN;O
171241;;bomb;NN;O
171242;;killed;VBD;O
171243;;five;CD;O
171244;;policemen;NNS;O
171245;;in;IN;O
171246;;Ghazni;NNP;B-geo
171247;;province;NN;O
171248;;in;IN;O
171249;;eastern;JJ;B-geo
171250;;Afghanistan;NNP;I-geo
171251;;.;.;O
171252;Sentence: 7821;Authorities;NNS;O
171253;;also;RB;O
171254;;said;VBD;O
171255;;a;DT;O
171256;;suicide;NN;O
171257;;bomber;NN;O
171258;;detonated;VBD;O
171259;;explosives;NNS;O
171260;;near;IN;O
171261;;police;NN;O
171262;;in;IN;O
171263;;the;DT;O
171264;;western;JJ;O
171265;;province;NN;O
171266;;of;IN;O
171267;;Farah;NNP;B-geo
171268;;,;,;O
171269;;killing;VBG;O
171270;;only;RB;O
171271;;the;DT;O
171272;;bomber;NN;O
171273;;.;.;O
171274;Sentence: 7822;In;IN;O
171275;;the;DT;O
171276;;past;JJ;B-time
171277;;year;NN;O
171278;;,;,;O
171279;;Taleban;NNP;B-org
171280;;insurgents;NNS;O
171281;;have;VBP;O
171282;;dramatically;RB;O
171283;;increased;VBN;O
171284;;their;PRP$;O
171285;;attacks;NNS;O
171286;;against;IN;O
171287;;Afghan;JJ;B-gpe
171288;;authorities;NNS;O
171289;;and;CC;O
171290;;U.S.-led;JJ;O
171291;;coalition;NN;O
171292;;troops;NNS;O
171293;;.;.;O
171294;Sentence: 7823;U.S.-led;JJ;O
171295;;forces;NNS;O
171296;;pushed;VBD;O
171297;;the;DT;O
171298;;Taleban;NNP;B-org
171299;;from;IN;O
171300;;power;NN;O
171301;;in;IN;O
171302;;late;JJ;O
171303;;2001;CD;B-time
171304;;following;VBG;O
171305;;the;DT;O
171306;;September;NNP;B-time
171307;;11;CD;I-time
171308;;,;,;I-time
171309;;2001;CD;I-time
171310;;terrorist;JJ;O
171311;;attacks;NNS;O
171312;;.;.;O
171313;Sentence: 7824;A;DT;O
171314;;fellow;JJ;O
171315;;hunter;NN;O
171316;;who;WP;O
171317;;was;VBD;O
171318;;accidentally;RB;O
171319;;shot;VBN;O
171320;;and;CC;O
171321;;wounded;VBN;O
171322;;by;IN;O
171323;;U.S.;NNP;B-org
171324;;Vice;NNP;B-per
171325;;President;NNP;I-per
171326;;Dick;NNP;I-per
171327;;Cheney;NNP;I-per
171328;;is;VBZ;O
171329;;recovering;VBG;O
171330;;in;IN;O
171331;;stable;JJ;O
171332;;condition;NN;O
171333;;.;.;O
171334;Sentence: 7825;A;DT;O
171335;;hospital;NN;O
171336;;spokesman;NN;O
171337;;in;IN;O
171338;;Corpus;NNP;B-geo
171339;;Christi;NNP;I-geo
171340;;,;,;O
171341;;Texas;NNP;B-geo
171342;;said;VBD;O
171343;;78-year-old;JJ;O
171344;;attorney;NN;O
171345;;Harry;NNP;B-per
171346;;Whittington;NNP;I-per
171347;;is;VBZ;O
171348;;alert;JJ;O
171349;;and;CC;O
171350;;doing;VBG;O
171351;;well;RB;O
171352;;.;.;O
171353;Sentence: 7826;The;DT;O
171354;;spokesman;NN;O
171355;;said;VBD;O
171356;;Whittington;NNP;B-per
171357;;will;MD;O
171358;;undergo;VB;O
171359;;more;JJR;O
171360;;tests;NNS;O
171361;;Monday;NNP;B-time
171362;;,;,;O
171363;;and;CC;O
171364;;it;PRP;O
171365;;is;VBZ;O
171366;;not;RB;O
171367;;yet;RB;O
171368;;clear;JJ;O
171369;;when;WRB;O
171370;;he;PRP;O
171371;;will;MD;O
171372;;be;VB;O
171373;;released;VBN;O
171374;;from;IN;O
171375;;the;DT;O
171376;;hospital;NN;O
171377;;.;.;O
171378;Sentence: 7827;The;DT;O
171379;;accident;NN;O
171380;;happened;VBD;O
171381;;Saturday;NNP;B-time
171382;;while;IN;O
171383;;he;PRP;O
171384;;and;CC;O
171385;;the;DT;O
171386;;vice;NN;B-per
171387;;president;NN;O
171388;;were;VBD;O
171389;;hunting;VBG;O
171390;;quail;NN;O
171391;;in;IN;O
171392;;southern;JJ;B-geo
171393;;Texas;NNP;I-geo
171394;;.;.;O
171395;Sentence: 7828;A;DT;O
171396;;witness;NN;O
171397;;to;TO;O
171398;;the;DT;O
171399;;shooting;NN;O
171400;;,;,;O
171401;;Katharine;NNP;B-per
171402;;Armstrong;NNP;I-per
171403;;,;,;O
171404;;said;VBD;O
171405;;Cheney;NNP;B-per
171406;;fired;VBD;O
171407;;a;DT;O
171408;;shotgun;NN;O
171409;;at;IN;O
171410;;a;DT;O
171411;;flying;VBG;O
171412;;bird;NN;O
171413;;without;IN;O
171414;;realizing;VBG;O
171415;;his;PRP$;O
171416;;companion;NN;O
171417;;was;VBD;O
171418;;in;IN;O
171419;;the;DT;O
171420;;line;NN;O
171421;;of;IN;O
171422;;fire;NN;O
171423;;.;.;O
171424;Sentence: 7829;Whittington;NNP;B-per
171425;;was;VBD;O
171426;;hit;VBN;O
171427;;with;IN;O
171428;;shotgun;JJ;O
171429;;pellets;NNS;O
171430;;in;IN;O
171431;;his;PRP$;O
171432;;right;JJ;O
171433;;cheek;NN;O
171434;;,;,;O
171435;;neck;NN;O
171436;;and;CC;O
171437;;chest;NN;O
171438;;Cheney;NNP;B-per
171439;;visited;VBD;O
171440;;Whittington;NNP;B-per
171441;;in;IN;O
171442;;the;DT;O
171443;;hospital;NN;O
171444;;Sunday;NNP;B-time
171445;;before;IN;O
171446;;returning;VBG;O
171447;;to;TO;O
171448;;Washington;NNP;B-geo
171449;;.;.;O
171450;Sentence: 7830;The;DT;O
171451;;vice;NN;B-per
171452;;president;NN;O
171453;;is;VBZ;O
171454;;an;DT;O
171455;;avid;JJ;O
171456;;hunter;NN;O
171457;;.;.;O
171458;Sentence: 7831;The;DT;O
171459;;Palestinian;JJ;B-gpe
171460;;militant;JJ;O
171461;;group;NN;O
171462;;Islamic;NNP;B-per
171463;;Jihad;NNP;I-per
171464;;says;VBZ;O
171465;;an;DT;O
171466;;Israeli;JJ;B-gpe
171467;;airstrike;NN;O
171468;;in;IN;O
171469;;the;DT;B-geo
171470;;Gaza;NNP;I-geo
171471;;strip;NN;I-geo
171472;;has;VBZ;O
171473;;killed;VBN;O
171474;;three;CD;O
171475;;of;IN;O
171476;;its;PRP$;O
171477;;members;NNS;O
171478;;,;,;O
171479;;including;VBG;O
171480;;a;DT;O
171481;;top;JJ;O
171482;;commander;NN;O
171483;;.;.;O
171484;Sentence: 7832;The;DT;O
171485;;Israeli;JJ;B-gpe
171486;;army;NN;O
171487;;confirmed;VBD;O
171488;;the;DT;O
171489;;strike;NN;O
171490;;on;IN;O
171491;;a;DT;O
171492;;vehicle;NN;O
171493;;carrying;VBG;O
171494;;the;DT;O
171495;;militants;NNS;O
171496;;Thursday;NNP;B-time
171497;;in;IN;O
171498;;Gaza;NNP;B-geo
171499;;City;NNP;I-geo
171500;;.;.;O
171501;Sentence: 7833;Earlier;RB;O
171502;;Thursday;NNP;B-time
171503;;in;IN;O
171504;;the;DT;O
171505;;southern;JJ;O
171506;;Gaza;NNP;B-geo
171507;;Strip;NNP;I-geo
171508;;,;,;O
171509;;Palestinian;JJ;B-gpe
171510;;medical;JJ;O
171511;;officials;NNS;O
171512;;said;VBD;O
171513;;Israeli;JJ;B-gpe
171514;;forces;NNS;O
171515;;killed;VBD;O
171516;;a;DT;O
171517;;Hamas;NNP;B-org
171518;;militant;NN;O
171519;;during;IN;O
171520;;a;DT;O
171521;;military;JJ;O
171522;;operation;NN;O
171523;;.;.;O
171524;Sentence: 7834;The;DT;O
171525;;Israeli;JJ;B-gpe
171526;;army;NN;O
171527;;said;VBD;O
171528;;the;DT;O
171529;;operation;NN;O
171530;;was;VBD;O
171531;;aimed;VBN;O
171532;;at;IN;O
171533;;preventing;VBG;O
171534;;terrorist;JJ;O
171535;;threats;NNS;O
171536;;.;.;O
171537;Sentence: 7835;The;DT;O
171538;;area;NN;O
171539;;is;VBZ;O
171540;;a;DT;O
171541;;source;NN;O
171542;;for;IN;O
171543;;rocket;NN;O
171544;;fire;NN;O
171545;;into;IN;O
171546;;Israel;NNP;B-geo
171547;;.;.;O
171548;Sentence: 7836;In;IN;O
171549;;the;DT;O
171550;;occupied;JJ;O
171551;;West;NNP;B-org
171552;;Bank;NNP;I-org
171553;;,;,;O
171554;;the;DT;O
171555;;Israeli;JJ;B-gpe
171556;;military;NN;O
171557;;said;VBD;O
171558;;a;DT;O
171559;;Palestinian;JJ;B-gpe
171560;;man;NN;O
171561;;tried;VBD;O
171562;;to;TO;O
171563;;stab;VB;O
171564;;a;DT;O
171565;;soldier;NN;O
171566;;near;IN;O
171567;;a;DT;O
171568;;Jewish;JJ;O
171569;;settlement;NN;O
171570;;.;.;O
171571;Sentence: 7837;It;PRP;O
171572;;said;VBD;O
171573;;another;DT;O
171574;;soldier;NN;O
171575;;hit;VBD;O
171576;;the;DT;O
171577;;attacker;NN;O
171578;;in;IN;O
171579;;the;DT;O
171580;;head;NN;O
171581;;,;,;O
171582;;seriously;RB;O
171583;;injuring;VBG;O
171584;;him;PRP;O
171585;;.;.;O
171586;Sentence: 7838;Palestinian;JJ;B-gpe
171587;;witnesses;NNS;O
171588;;say;VBP;O
171589;;that;IN;O
171590;;during;IN;O
171591;;a;DT;O
171592;;scuffle;NN;O
171593;;an;DT;O
171594;;Israeli;JJ;B-gpe
171595;;soldier;NN;O
171596;;shot;VBD;O
171597;;the;DT;O
171598;;man;NN;O
171599;;,;,;O
171600;;who;WP;O
171601;;later;RB;O
171602;;died;VBD;O
171603;;of;IN;O
171604;;his;PRP$;O
171605;;wounds;NNS;O
171606;;.;.;O
171607;Sentence: 7839;An;DT;O
171608;;attempt;NN;O
171609;;to;TO;O
171610;;address;VB;O
171611;;America;NNP;B-geo
171612;;'s;POS;O
171613;;weight;NN;O
171614;;problem;NN;O
171615;;has;VBZ;O
171616;;run;VBN;O
171617;;into;IN;O
171618;;trouble;NN;O
171619;;in;IN;O
171620;;New;NNP;B-geo
171621;;York;NNP;I-geo
171622;;.;.;O
171623;Sentence: 7840;Health;NNP;O
171624;;officials;NNS;O
171625;;are;VBP;O
171626;;trying;VBG;O
171627;;to;TO;O
171628;;increase;VB;O
171629;;the;DT;O
171630;;city;NN;O
171631;;'s;POS;O
171632;;consumption;NN;O
171633;;of;IN;O
171634;;fruits;NNS;O
171635;;and;CC;O
171636;;vegetables;NNS;O
171637;;,;,;O
171638;;especially;RB;O
171639;;in;IN;O
171640;;less;JJR;O
171641;;affluent;JJ;O
171642;;neighborhoods;NNS;O
171643;;where;WRB;O
171644;;obesity;NN;O
171645;;rates;NNS;O
171646;;are;VBP;O
171647;;higher;JJR;O
171648;;.;.;O
171649;Sentence: 7841;Given;VBN;O
171650;;that;IN;O
171651;;more;JJR;O
171652;;than;IN;O
171653;;half;NN;O
171654;;of;IN;O
171655;;New;NNP;B-geo
171656;;York;NNP;I-geo
171657;;adults;NNS;O
171658;;are;VBP;O
171659;;overweight;JJ;O
171660;;or;CC;O
171661;;obese;JJ;O
171662;;-;:;O
171663;;and;CC;O
171664;;an;DT;O
171665;;estimated;JJ;O
171666;;7,00,000;CD;O
171667;;suffer;VBP;O
171668;;from;IN;O
171669;;diabetes;NNS;O
171670;;-;IN;O
171671;;the;DT;O
171672;;argument;NN;O
171673;;is;VBZ;O
171674;;not;RB;O
171675;;over;IN;O
171676;;the;DT;O
171677;;need;NN;O
171678;;for;IN;O
171679;;action;NN;O
171680;;.;.;O
171681;Sentence: 7842;Instead;RB;O
171682;;,;,;O
171683;;the;DT;O
171684;;issue;NN;O
171685;;is;VBZ;O
171686;;the;DT;O
171687;;way;NN;O
171688;;the;DT;O
171689;;city;NN;O
171690;;has;VBZ;O
171691;;gone;VBN;O
171692;;about;IN;O
171693;;it;PRP;O
171694;;.;.;O
171695;Sentence: 7843;Paige;NNP;B-per
171696;;Kollock;NNP;I-per
171697;;has;VBZ;O
171698;;more;RBR;O
171699;;.;.;O
171700;Sentence: 7844;Thousands;NNS;O
171701;;of;IN;O
171702;;demonstrators;NNS;O
171703;;have;VBP;O
171704;;gathered;VBN;O
171705;;in;IN;O
171706;;Jerusalem;NNP;B-geo
171707;;to;TO;O
171708;;protest;VB;O
171709;;any;DT;O
171710;;renewal;NN;O
171711;;of;IN;O
171712;;a;DT;O
171713;;Jewish;JJ;O
171714;;settlement;NN;O
171715;;freeze;NN;O
171716;;in;IN;O
171717;;the;DT;O
171718;;occupied;JJ;O
171719;;West;NNP;B-org
171720;;Bank;NNP;I-org
171721;;or;CC;O
171722;;East;NNP;B-geo
171723;;Jerusalem;NNP;I-geo
171724;;.;.;O
171725;Sentence: 7845;The;DT;O
171726;;protesters;NNS;O
171727;;,;,;O
171728;;who;WP;O
171729;;rallied;VBD;O
171730;;late;JJ;O
171731;;Thursday;NNP;B-time
171732;;,;,;O
171733;;also;RB;O
171734;;voiced;VBD;O
171735;;support;NN;O
171736;;for;IN;O
171737;;a;DT;O
171738;;letter;NN;O
171739;;signed;VBN;O
171740;;by;IN;O
171741;;dozens;NNS;O
171742;;of;IN;O
171743;;Israeli;JJ;B-gpe
171744;;rabbis;NNS;O
171745;;this;DT;O
171746;;month;NN;O
171747;;that;WDT;O
171748;;would;MD;O
171749;;forbid;VB;O
171750;;the;DT;O
171751;;rental;NN;O
171752;;of;IN;O
171753;;homes;NNS;O
171754;;to;TO;O
171755;;non-Jews;JJ;O
171756;;.;.;O
171757;Sentence: 7846;The;DT;O
171758;;protest;NN;O
171759;;comes;VBZ;O
171760;;in;IN;O
171761;;the;DT;O
171762;;wake;NN;O
171763;;of;IN;O
171764;;increased;VBN;O
171765;;tensions;NNS;O
171766;;between;IN;O
171767;;Israelis;NNS;B-gpe
171768;;and;CC;O
171769;;Palestinians;NNS;B-gpe
171770;;over;IN;O
171771;;settlement;NN;O
171772;;construction;NN;O
171773;;,;,;O
171774;;a;DT;O
171775;;key;JJ;O
171776;;issue;NN;O
171777;;in;IN;O
171778;;U.S.-mediated;JJ;O
171779;;peace;NN;O
171780;;talks;NNS;O
171781;;between;IN;O
171782;;the;DT;O
171783;;two;CD;O
171784;;sides;NNS;O
171785;;.;.;O
171786;Sentence: 7847;Direct;JJ;O
171787;;talks;NNS;O
171788;;between;IN;O
171789;;the;DT;O
171790;;two;CD;O
171791;;sides;NNS;O
171792;;broke;VBD;O
171793;;down;RP;O
171794;;after;IN;O
171795;;an;DT;O
171796;;Israeli;JJ;B-gpe
171797;;freeze;NN;O
171798;;on;IN;O
171799;;West;NNP;B-org
171800;;Bank;NNP;I-org
171801;;settlement;NN;O
171802;;building;NN;O
171803;;expired;VBD;O
171804;;in;IN;O
171805;;September;NNP;B-time
171806;;.;.;O
171807;Sentence: 7848;Palestinians;NNS;B-gpe
171808;;oppose;VBP;O
171809;;construction;NN;O
171810;;on;IN;O
171811;;land;NN;O
171812;;they;PRP;O
171813;;want;VBP;O
171814;;as;IN;O
171815;;part;NN;O
171816;;of;IN;O
171817;;a;DT;O
171818;;future;JJ;O
171819;;state;NN;O
171820;;.;.;O
171821;Sentence: 7849;Palestinians;NNS;B-gpe
171822;;want;VBP;O
171823;;a;DT;O
171824;;state;NN;O
171825;;that;WDT;O
171826;;would;MD;O
171827;;include;VB;O
171828;;the;DT;O
171829;;West;NNP;B-org
171830;;Bank;NNP;I-org
171831;;,;,;I-org
171832;;Gaza;NNP;I-org
171833;;and;CC;O
171834;;East;NNP;B-geo
171835;;Jerusalem;NNP;I-geo
171836;;--;:;O
171837;;land;NN;O
171838;;captured;VBN;O
171839;;by;IN;O
171840;;Israel;NNP;B-geo
171841;;in;IN;O
171842;;the;DT;O
171843;;1967;CD;B-time
171844;;Mideast;JJ;O
171845;;war;NN;O
171846;;.;.;O
171847;Sentence: 7850;Israel;NNP;B-geo
171848;;has;VBZ;O
171849;;not;RB;O
171850;;agreed;VBN;O
171851;;to;TO;O
171852;;those;DT;O
171853;;conditions;NNS;O
171854;;.;.;O
171855;Sentence: 7851;A;DT;O
171856;;new;JJ;O
171857;;poll;NN;O
171858;;indicates;VBZ;O
171859;;only;RB;O
171860;;a;DT;O
171861;;third;NN;O
171862;;of;IN;O
171863;;Americans;NNS;B-gpe
171864;;believe;VBP;O
171865;;their;PRP$;O
171866;;members;NNS;O
171867;;of;IN;O
171868;;Congress;NNP;B-org
171869;;are;VBP;O
171870;;honest;JJ;O
171871;;.;.;O
171872;Sentence: 7852;In;IN;O
171873;;a;DT;O
171874;;poll;NN;O
171875;;of;IN;O
171876;;1;CD;O
171877;;adults;NNS;O
171878;;taken;VBN;O
171879;;October;NNP;B-time
171880;;3;CD;I-time
171881;;through;IN;I-time
171882;;5;CD;I-time
171883;;,;,;O
171884;;the;DT;O
171885;;Associated;NNP;B-org
171886;;Press;NNP;I-org
171887;;reports;VBZ;O
171888;;,;,;O
171889;;45;CD;O
171890;;percent;NN;O
171891;;of;IN;O
171892;;those;DT;O
171893;;surveyed;VBN;O
171894;;gave;VBD;O
171895;;Congress;NNP;B-org
171896;;poor;JJ;O
171897;;marks;NNS;O
171898;;for;IN;O
171899;;honesty;NN;O
171900;;and;CC;O
171901;;ethics;NNS;O
171902;;.;.;O
171903;Sentence: 7853;One-third;NNP;O
171904;;of;IN;O
171905;;the;DT;O
171906;;respondents;NNS;O
171907;;said;VBD;O
171908;;congressional;JJ;O
171909;;ethics;NNS;O
171910;;are;VBP;O
171911;;good;JJ;O
171912;;,;,;O
171913;;and;CC;O
171914;;21;CD;O
171915;;percent;NN;O
171916;;said;VBD;O
171917;;congressional;JJ;O
171918;;ethics;NNS;O
171919;;are;VBP;O
171920;;neither;RB;O
171921;;good;JJ;O
171922;;nor;CC;O
171923;;poor;JJ;O
171924;;.;.;O
171925;Sentence: 7854;Only;RB;O
171926;;35;CD;O
171927;;percent;NN;O
171928;;said;VBD;O
171929;;they;PRP;O
171930;;approved;VBD;O
171931;;of;IN;O
171932;;the;DT;O
171933;;way;NN;O
171934;;Congress;NNP;B-org
171935;;does;VBZ;O
171936;;its;PRP$;O
171937;;job;NN;O
171938;;.;.;O
171939;Sentence: 7855;That;DT;O
171940;;number;NN;O
171941;;is;VBZ;O
171942;;down;RB;O
171943;;from;IN;O
171944;;44;CD;O
171945;;percent;NN;O
171946;;in;IN;O
171947;;a;DT;O
171948;;similar;JJ;O
171949;;poll;NN;O
171950;;taken;VBN;O
171951;;in;IN;O
171952;;February;NNP;B-time
171953;;.;.;O
171954;Sentence: 7856;Two;CD;O
171955;;top;JJ;O
171956;;Republican;JJ;O
171957;;lawmakers;NNS;O
171958;;are;VBP;O
171959;;being;VBG;O
171960;;investigated;VBN;O
171961;;for;IN;O
171962;;ethics;NNS;O
171963;;issues;NNS;O
171964;;.;.;O
171965;Sentence: 7857;Senate;NNP;B-per
171966;;Majority;NNP;I-per
171967;;Leader;NNP;I-per
171968;;Bill;NNP;I-per
171969;;Frist;NNP;I-per
171970;;is;VBZ;O
171971;;the;DT;O
171972;;subject;NN;O
171973;;of;IN;O
171974;;a;DT;O
171975;;federal;JJ;O
171976;;probe;NN;O
171977;;for;IN;O
171978;;possible;JJ;O
171979;;insider;NN;O
171980;;stock;NN;O
171981;;trading;NN;O
171982;;.;.;O
171983;Sentence: 7858;Former;JJ;O
171984;;House;NNP;B-per
171985;;Majority;NNP;I-per
171986;;Leader;NNP;I-per
171987;;Tom;NNP;I-per
171988;;Delay;NNP;I-per
171989;;was;VBD;O
171990;;charged;VBN;O
171991;;in;IN;O
171992;;Texas;NNP;B-geo
171993;;earlier;RBR;O
171994;;this;DT;O
171995;;month;NN;O
171996;;with;IN;O
171997;;violating;VBG;O
171998;;campaign;NN;O
171999;;finance;NN;O
172000;;laws;NNS;O
172001;;.;.;O
172002;Sentence: 7859;Venezuelan;JJ;B-gpe
172003;;President;NNP;B-per
172004;;Hugo;NNP;I-per
172005;;Chavez;NNP;I-per
172006;;has;VBZ;O
172007;;endorsed;VBN;O
172008;;Nicaraguan;JJ;B-gpe
172009;;presidential;JJ;O
172010;;candidate;NN;O
172011;;Daniel;NNP;B-per
172012;;Ortega;NNP;I-per
172013;;to;TO;O
172014;;win;VB;O
172015;;his;PRP$;O
172016;;country;NN;O
172017;;'s;POS;O
172018;;November;NNP;B-time
172019;;election;NN;I-time
172020;;.;.;O
172021;Sentence: 7860;Both;DT;O
172022;;men;NNS;O
172023;;appeared;VBD;O
172024;;on;IN;O
172025;;President;NNP;B-per
172026;;Chavez;NNP;I-per
172027;;'s;POS;O
172028;;weekly;JJ;O
172029;;television;NN;O
172030;;broadcast;NN;O
172031;;Sunday;NNP;B-time
172032;;,;,;O
172033;;where;WRB;O
172034;;Mr.;NNP;B-per
172035;;Chavez;NNP;I-per
172036;;told;VBD;O
172037;;Ortega;NNP;B-per
172038;;,;,;O
172039;;"""";``;O
172040;;I;PRP;O
172041;;hope;VBP;O
172042;;you;PRP;O
172043;;win;VBP;O
172044;;.;.;O
172045;;"""";``;O
172046;Sentence: 7861;The;DT;O
172047;;endorsement;NN;O
172048;;comes;VBZ;O
172049;;on;IN;O
172050;;the;DT;O
172051;;heels;NNS;O
172052;;of;IN;O
172053;;a;DT;O
172054;;recommendation;NN;O
172055;;from;IN;O
172056;;the;DT;O
172057;;U.S.;NNP;B-org
172058;;State;NNP;I-org
172059;;Department;NNP;I-org
172060;;last;JJ;O
172061;;week;NN;O
172062;;that;IN;O
172063;;Nicaraguans;NNS;B-gpe
172064;;reject;VBP;O
172065;;not;RB;O
172066;;only;RB;O
172067;;Ortega;NNP;B-per
172068;;,;,;O
172069;;but;CC;O
172070;;also;RB;O
172071;;former;JJ;O
172072;;Nicaraguan;JJ;B-gpe
172073;;President;NNP;B-per
172074;;Arnoldo;NNP;I-per
172075;;Aleman;NNP;I-per
172076;;,;,;O
172077;;who;WP;O
172078;;is;VBZ;O
172079;;also;RB;O
172080;;a;DT;O
172081;;presidential;JJ;O
172082;;candidate;NN;O
172083;;.;.;O
172084;Sentence: 7862;A;DT;O
172085;;Department;NNP;B-org
172086;;spokesman;NN;O
172087;;,;,;O
172088;;Sean;NNP;B-per
172089;;McCormack;NNP;I-per
172090;;,;,;O
172091;;said;VBD;O
172092;;that;IN;O
172093;;both;DT;O
172094;;men;NNS;O
172095;;are;VBP;O
172096;;"""";``;O
172097;;discredited;VBN;O
172098;;figures;NNS;O
172099;;from;IN;O
